"MES_ANO_ACIDENTE","NATUREZA_DA_LESAO","AGENTE_CAUSADOR_ACIDENTE","INDICA_OBITO_ACIDENTE","POPULACAO","NOME_MUN","NOME_UF"
"01-SEP-18","Corte, Laceracao, Fe","Alicate, Torques, Te","Não","1194094","Campinas","São Paulo"
"01-SEP-18","Contusao, Esmagament","Metal - Inclui Liga","Não","27112","Dois Córregos","São Paulo"
"01-JAN-18","Distensao, Torcao","Asfalto, Alcatrao, P","Não","12176866","São Paulo","São Paulo"
"01-JAN-18","Inflamacao de Articu","Ferramenta Manual se","Não","12176866","São Paulo","São Paulo"
"01-SEP-18","Fratura","Escada Movel ou Fixa","Não","833240","São Bernardo do Campo","São Paulo"
"01-SEP-18","Fratura","Rua e Estrada - Supe","Não","116530","Poá","São Paulo"
"01-SEP-18","Contusao, Esmagament","Macaco (Mecanico, Hi","Não","1365899","Guarulhos","São Paulo"
"01-SEP-18","Fratura","Balcao, Bancada - Mo","Não","271306","Barueri","São Paulo"
"01-SEP-18","Doenca Contagiosa ou","Agente Infeccioso ou","Não","432957","Santos","São Paulo"
"01-SEP-18","Escoriacao, Abrasao","Madeira (Toro, Madei","Não","833240","São Bernardo do Campo","São Paulo"
"01-SEP-18","Escoriacao, Abrasao","Agente Infeccioso ou","Não","12176866","São Paulo","São Paulo"
"01-SEP-18","Contusao, Esmagament","Metal - Inclui Liga","Não","141398","Atibaia","São Paulo"
"01-SEP-18","Corte, Laceracao, Fe","Maquina, Nic","Não","83735","Campo Limpo Paulista","São Paulo"
"01-SEP-18","Corte, Laceracao, Fe","Faca, Facao- Ferrame","Não","120572","Várzea Paulista","São Paulo"
"01-SEP-18","Lesao Imediata, Nic","Piso de Veiculo - Su","Não","374272","Bauru","São Paulo"
"01-SEP-18","Fratura","Superficie e Estrutu","Não","12176866","São Paulo","São Paulo"
"01-SEP-18","Escoriacao, Abrasao","Agente Infeccioso ou","Não","318107","Guarujá","São Paulo"
"01-SEP-18","Contusao, Esmagament","Motocicleta, Motonet","Não","237130","Marília","São Paulo"
"01-SEP-18","Distensao, Torcao","Rua e Estrada - Supe","Não","12176866","São Paulo","São Paulo"
"01-SEP-18","Escoriacao, Abrasao","Veiculo, Nic","Não","24969","Angatuba","São Paulo"
"01-SEP-18","Distensao, Torcao","Trator","Não","44555","Serrana","São Paulo"
"01-SEP-18","Lesao Imediata, Nic","Ser Vivo, Nic","Não","152433","Franco da Rocha","São Paulo"
"01-SEP-18","Lesao Imediata, Nic","Metal - Inclui Liga","Não","13833","Itapuí","São Paulo"
"01-SEP-18","Distensao, Torcao","Piso de Edificio - S","Não","144820","Botucatu","São Paulo"
"01-SEP-18","Lesao Imediata, Nic","Chao - Superficie Ut","Não","160275","São Caetano do Sul","São Paulo"
"01-SEP-18","Fratura","Engrenagem - Disposi","Não","166753","Bragança Paulista","São Paulo"
"01-SEP-18","Distensao, Torcao","Chao - Superficie Ut","Não","278571","Sumaré","São Paulo"
"01-SEP-18","Lesao Imediata, Nic","Motocicleta, Motonet","Não","398611","Carapicuíba","São Paulo"
"01-AUG-18","Fratura","Veiculo Rodoviario M","Não","713943","São José dos Campos","São Paulo"
"01-SEP-18","Lesao Imediata","Caixa, Engradado, Ca","Não","12176866","São Paulo","São Paulo"
"01-SEP-18","Fratura","Veiculo, Nic","Não","192536","Santa Bárbara d'Oeste","São Paulo"
"01-AUG-18","Luxacao","Ferramenta Manual se","Não","32641","Morro Agudo","São Paulo"
"01-SEP-18","Corte, Laceracao, Fe","Metal - Inclui Liga","Não","833240","São Bernardo do Campo","São Paulo"
"01-SEP-18","Lesao Imediata, Nic","Faca, Facao- Ferrame","Não","93736","Votuporanga","São Paulo"
"01-MAY-18","Hernia de Qualquer N","Superficie e Estrutu","Não","44555","Serrana","São Paulo"
"01-SEP-18","Corte, Laceracao, Fe","Produto Biologico (S","Não","833240","São Bernardo do Campo","São Paulo"
"01-SEP-18","Escoriacao, Abrasao","Metal - Inclui Liga","Não","77308","Vinhedo","São Paulo"
"01-SEP-18","Contusao, Esmagament","Metal - Inclui Liga","Não","32641","Morro Agudo","São Paulo"
"01-SEP-18","Contusao, Esmagament","Elevador - Equip. de","Não","432957","Santos","São Paulo"
"01-SEP-18","Corte, Laceracao, Fe","Balcao, Bancada - Mo","Não","12176866","São Paulo","São Paulo"
"01-SEP-18","Luxacao","Balcao, Bancada - Mo","Não","12176866","São Paulo","São Paulo"
"01-SEP-18","Queimadura ou Escald","Masarico - Ferrament","Não","9573","Ariranha","São Paulo"
"01-SEP-18","Corte, Laceracao, Fe","Maquina Textil","Não","1365899","Guarulhos","São Paulo"
"01-OCT-18","Corte, Laceracao, Fe","Animal Vivo","Não","233744","Araraquara","São Paulo"
"01-OCT-18","Contusao, Esmagament","Motocicleta, Motonet","Não","456245","São José do Rio Preto","São Paulo"
"01-OCT-18","Doenca Contagiosa ou","Produto Biologico (S","Não","350400","Franca","São Paulo"
"01-OCT-18","Distensao, Torcao","Superficie de Susten","Não","150713","Mogi Guaçu","São Paulo"
"01-OCT-18","Luxacao","Calcada ou Caminho p","Não","694534","Ribeirão Preto","São Paulo"
"01-OCT-18","Lesao Imediata","Elevador - Equip. de","Não","12176866","São Paulo","São Paulo"
"01-SEP-18","Luxacao","Carro de Mao","Não","414810","Jundiaí","São Paulo"
"01-SEP-18","Lesao Imediata, Nic","Escada Permanente Cu","Não","162231","Itapetininga","São Paulo"
"01-OCT-18","Contusao, Esmagament","Tanque, Cilindro (Tr","Não","237112","Americana","São Paulo"
"01-OCT-18","Doenca Contagiosa ou","Produto Biologico (S","Não","90637","São João da Boa Vista","São Paulo"
"01-OCT-18","Corte, Laceracao, Fe","Balcao, Bancada - Mo","Não","17236","Bady Bassitt","São Paulo"
"01-OCT-18","Fratura","Caixa, Engradado, Ca","Não","12176866","São Paulo","São Paulo"
"01-SEP-18","Fratura","Andaime, Plataforma","Não","319146","Praia Grande","São Paulo"
"01-OCT-18","Fratura","Escada Movel ou Fixa","Não","285570","Taboão da Serra","São Paulo"
"01-OCT-18","Corte, Laceracao, Fe","Motocicleta, Motonet","Não","12176866","São Paulo","São Paulo"
"01-OCT-18","Corte, Laceracao, Fe","Vidraria, Fibra de V","Não","89943","São Roque","São Paulo"
"01-OCT-18","Contusao, Esmagament","Equip. Eletrico, Nic","Não","468148","Mauá","São Paulo"
"01-OCT-18","Lesao Imediata, Nic","Bomba","Não","12176866","São Paulo","São Paulo"
"01-OCT-18","Contusao, Esmagament","Ferramenta, Maquina,","Não","192536","Santa Bárbara d'Oeste","São Paulo"
"01-OCT-18","Fratura","Veiculo Rodoviario M","Não","93892","Itapeva","São Paulo"
"01-OCT-18","Fratura","Chao - Superficie Ut","Não","59649","Itupeva","São Paulo"
"01-OCT-18","Lesao Imediata, Nic","Veiculo, Nic","Não","12176866","São Paulo","São Paulo"
"01-OCT-18","Fratura","Veiculo, Nic","Não","456245","São José do Rio Preto","São Paulo"
"01-SEP-18","Contusao, Esmagament","Produto Mineral nao","Não","249415","São Carlos","São Paulo"
"01-SEP-18","Contusao, Esmagament","Motocicleta, Motonet","Não","12176866","São Paulo","São Paulo"
"01-AUG-18","Corte, Laceracao, Fe","Puncao, Ponteiro, Va","Não","12176866","São Paulo","São Paulo"
"01-OCT-18","Lesao Imediata, Nic","Veiculo, Nic","Não","59333","Mirassol","São Paulo"
"01-OCT-18","Corte, Laceracao, Fe","Metal - Inclui Liga","Não","48966","Cabreúva","São Paulo"
"01-OCT-18","Contusao, Esmagament","Caixa, Engradado, Ca","Não","400949","Piracicaba","São Paulo"
"01-OCT-18","Corte, Laceracao, Fe","Motocicleta, Motonet","Não","12176866","São Paulo","São Paulo"
"01-OCT-18","Fratura","Motocicleta, Motonet","Não","121210","Catanduva","São Paulo"
"01-OCT-18","Corte, Laceracao, Fe","Ferramenta Manual se","Não","160275","São Caetano do Sul","São Paulo"
"01-OCT-18","Distensao, Torcao","Asfalto, Alcatrao, P","Não","414810","Jundiaí","São Paulo"
"01-OCT-18","Contusao, Esmagament","Piso de Edificio - S","Não","311854","Taubaté","São Paulo"
"01-OCT-18","Fratura","Veiculo, Nic","Não","12176866","São Paulo","São Paulo"
"01-OCT-18","Lesao Imediata","Ser Vivo, Nic","Não","12176866","São Paulo","São Paulo"
"01-OCT-18","Lesao Imediata, Nic","Ser Vivo, Nic","Não","12176866","São Paulo","São Paulo"
"01-OCT-18","Luxacao","Veiculo, Nic","Não","59333","Mirassol","São Paulo"
"01-OCT-18","Contusao, Esmagament","Andaime, Plataforma","Não","414810","Jundiaí","São Paulo"
"01-JUN-18","Doenca, Nic","Reacao do Corpo a Mo","Não","833240","São Bernardo do Campo","São Paulo"
"01-OCT-18","Contusao, Esmagament","Engrenagem - Disposi","Não","40781","São Manuel","São Paulo"
"01-OCT-18","Distensao, Torcao","Escada Movel ou Fixa","Não","7274","Paulicéia","São Paulo"
"01-OCT-18","Corte, Laceracao, Fe","Metal - Inclui Liga","Não","12176866","São Paulo","São Paulo"
"01-OCT-18","Corte, Laceracao, Fe","Faca, Facao- Ferrame","Não","40027","Promissão","São Paulo"
"01-OCT-18","Luxacao","Cadeira Banco - Mobi","Não","400949","Piracicaba","São Paulo"
"01-OCT-18","Corte, Laceracao, Fe","Metal - Inclui Liga","Não","303682","Limeira","São Paulo"
"01-OCT-18","Lesao Imediata, Nic","Mobiliario e Acessor","Não","93736","Votuporanga","São Paulo"
"01-OCT-18","Luxacao","Escada Permanente Cu","Não","1194094","Campinas","São Paulo"
"01-OCT-18","Corte, Laceracao, Fe","Ferramenta Manual se","Não","278571","Sumaré","São Paulo"
"01-OCT-18","Lesao Imediata, Nic","Ser Vivo, Nic","Não","29688","Rancharia","São Paulo"
"01-SEP-18","Fratura","Escada Movel ou Fixa","Não","12176866","São Paulo","São Paulo"
"01-SEP-18","Corte, Laceracao, Fe","Vidraria, Fibra de V","Não","141398","Atibaia","São Paulo"
"01-AUG-18","Lesao Imediata, Nic","Metal - Inclui Liga","Não","12176866","São Paulo","São Paulo"
"01-SEP-18","Contusao, Esmagament","Metal - Inclui Liga","Não","303682","Limeira","São Paulo"
"01-OCT-18","Fratura","Andaime, Plataforma","Não","713943","São José dos Campos","São Paulo"
"01-OCT-18","Luxacao","Veiculo, Nic","Não","696850","Osasco","São Paulo"
"01-AUG-18","Distensao, Torcao","Escada Permanente Cu","Não","12176866","São Paulo","São Paulo"
"01-SEP-18","Distensao, Torcao","Escada Permanente Cu","Não","12176866","São Paulo","São Paulo"
"01-OCT-18","Escoriacao, Abrasao","Ferramenta, Maquina,","Não","121073","Guaratinguetá","São Paulo"
"01-OCT-18","Corte, Laceracao, Fe","Chave de Porca ou de","Não","303682","Limeira","São Paulo"
"01-OCT-18","Distensao, Torcao","Andaime, Plataforma","Não","716109","Santo André","São Paulo"
"01-OCT-18","Contusao, Esmagament","Passarela ou Platafo","Não","12176866","São Paulo","São Paulo"
"01-OCT-18","Lesao Imediata, Nic","Cadeira Banco - Mobi","Não","32774","Guararapes","São Paulo"
"01-SEP-18","Distensao, Torcao","Tapete, Forracao de","Não","713943","São José dos Campos","São Paulo"
"01-OCT-18","Fratura","Oleo Combustivel","Não","833240","São Bernardo do Campo","São Paulo"
"01-SEP-18","Amputacao ou Enuclea","Chao - Superficie Ut","Não","12176866","São Paulo","São Paulo"
"01-SEP-18","Contusao, Esmagament","Mobiliario e Acessor","Não","285570","Taboão da Serra","São Paulo"
"01-SEP-18","Fratura","Ferro de Passar- Fer","Não","270843","Embu das Artes","São Paulo"
"01-OCT-18","Lesao Imediata, Nic","Metal - Inclui Liga","Não","7316","Cosmorama","São Paulo"
"01-SEP-18","Lesao Imediata, Nic","Escada Movel ou Fixa","Não","12176866","São Paulo","São Paulo"
"01-JUN-18","Doenca, Nic","Ser Vivo, Nic","Não","12176866","São Paulo","São Paulo"
"01-SEP-18","Lesao Imediata, Nic","Escada Movel ou Fixa","Não","713943","São José dos Campos","São Paulo"
"01-SEP-18","Queimadura ou Escald","Agua - Usar Quando O","Não","694534","Ribeirão Preto","São Paulo"
"01-SEP-18","Fratura","Veiculo, Nic","Não","12176866","São Paulo","São Paulo"
"01-SEP-18","Corte, Laceracao, Fe","Furadeira, Broqueade","Não","46536","Dracena","São Paulo"
"01-SEP-18","Corte, Laceracao, Fe","Papel e Pasta para P","Não","12176866","São Paulo","São Paulo"
"01-SEP-18","Lesoes Multiplas","Veiculo, Nic","Não","77510","Lins","São Paulo"
"01-SEP-18","Contusao, Esmagament","Misturador, Batedeir","Não","5126","Nipoã","São Paulo"
"01-SEP-18","Distensao, Torcao","Ceramica","Não","26403","Santa Gertrudes","São Paulo"
"01-SEP-18","Fratura","Piso de Andaime e Pl","Não","40533","Guaíra","São Paulo"
"01-SEP-18","Corte, Laceracao, Fe","Furadeira, Broqueade","Não","112711","Ourinhos","São Paulo"
"01-SEP-18","Lesoes Multiplas","Equip. de Guindar, N","Não","120572","Várzea Paulista","São Paulo"
"01-SEP-18","Queimadura ou Escald","Liquido, Nic","Não","12176866","São Paulo","São Paulo"
"01-SEP-18","Luxacao","Escada Permanente Cu","Não","136517","Santana de Parnaíba","São Paulo"
"01-SEP-18","Doenca, Nic","Ataque de Ser Vivo,","Não","12176866","São Paulo","São Paulo"
"01-SEP-18","Distensao, Torcao","Embalagem e Recipien","Não","716109","Santo André","São Paulo"
"01-SEP-18","Escoriacao, Abrasao","Metal - Inclui Liga","Não","12176866","São Paulo","São Paulo"
"01-AUG-18","Fratura","Frasco, Garrafa - Em","Não","12176866","São Paulo","São Paulo"
"01-SEP-18","Lesoes Multiplas","Embalagem e Recipien","Não","47748","Louveira","São Paulo"
"01-SEP-18","Contusao, Esmagament","Canal, Fosso","Não","227072","Presidente Prudente","São Paulo"
"01-AUG-18","Luxacao","Britador, Moinho - M","Não","166475","Pindamonhangaba","São Paulo"
"01-SEP-18","Distensao, Torcao","Chao - Superficie Ut","Não","713943","São José dos Campos","São Paulo"
"01-SEP-18","Lesao Imediata, Nic","Corda, Cabo, Corrent","Não","694534","Ribeirão Preto","São Paulo"
"01-SEP-18","Escoriacao, Abrasao","Faca, Facao- Ferrame","Não","52785","Porto Feliz","São Paulo"
"01-SEP-18","Escoriacao, Abrasao","Metal - Inclui Liga","Não","12176866","São Paulo","São Paulo"
"01-SEP-18","Fratura","Rua e Estrada - Supe","Não","12176866","São Paulo","São Paulo"
"01-SEP-18","Contusao, Esmagament","Revestimento Ceramic","Não","278571","Sumaré","São Paulo"
"01-SEP-18","Dermatose (Erupcao,","Agente Infeccioso ou","Não","12176866","São Paulo","São Paulo"
"01-SEP-18","Distensao, Torcao","Escada Permanente Cu","Não","414810","Jundiaí","São Paulo"
"01-SEP-18","Contusao, Esmagament","Alavanca, Pe-De-Cabr","Não","12176866","São Paulo","São Paulo"
"01-SEP-18","Fratura","Trator","Não","3908","Indiaporã","São Paulo"
"01-SEP-18","Corte, Laceracao, Fe","Arquivo, Fichario, E","Não","318107","Guarujá","São Paulo"
"01-SEP-18","Distensao, Torcao","Escada Movel ou Fixa","Não","12176866","São Paulo","São Paulo"
"01-SEP-18","Queimadura ou Escald","Agua - Usar Quando O","Não","12176866","São Paulo","São Paulo"
"01-SEP-18","Escoriacao, Abrasao","Andaime, Plataforma","Não","12176866","São Paulo","São Paulo"
"01-SEP-18","Fratura","Furadeira, Broqueade","Não","124453","Sertãozinho","São Paulo"
"01-SEP-18","Escoriacao, Abrasao","Faca, Facao- Ferrame","Não","166475","Pindamonhangaba","São Paulo"
"01-SEP-18","Fratura","Ferramenta, Maquina,","Não","1194094","Campinas","São Paulo"
"01-SEP-18","Corte, Laceracao, Fe","Faca, Facao- Ferrame","Não","12176866","São Paulo","São Paulo"
"01-SEP-18","Distensao, Torcao","Escada Movel ou Fixa","Não","4287","Ocauçu","São Paulo"
"01-SEP-18","Luxacao","Motocicleta, Motonet","Não","12176866","São Paulo","São Paulo"
"01-AUG-18","Corte, Laceracao, Fe","Alavanca, Pe-De-Cabr","Não","81895","Cruzeiro","São Paulo"
"01-SEP-18","Lesao Imediata, Nic","Ferramenta Manual se","Não","244694","Cotia","São Paulo"
"01-OCT-18","Doenca, Nic","Agente Infeccioso ou","Não","12176866","São Paulo","São Paulo"
"01-OCT-18","Corte, Laceracao, Fe","Frasco, Garrafa - Em","Não","227072","Presidente Prudente","São Paulo"
"01-OCT-18","Contusao, Esmagament","Balcao, Bancada - Mo","Não","93736","Votuporanga","São Paulo"
"01-JUL-18","Concussao Cerebral","Ser Vivo, Nic","Não","12176866","São Paulo","São Paulo"
"01-OCT-18","Luxacao","Motocicleta, Motonet","Não","12176866","São Paulo","São Paulo"
"01-SEP-18","Fratura","Madeira (Toro, Madei","Não","12176866","São Paulo","São Paulo"
"01-OCT-18","Escoriacao, Abrasao","Motocicleta, Motonet","Não","195874","Araçatuba","São Paulo"
"01-OCT-18","Escoriacao, Abrasao","Motocicleta, Motonet","Não","11559","Iacanga","São Paulo"
"01-OCT-18","{ñ class}","Equip. de Aqueciment","Sim","17009","Charqueada","São Paulo"
"01-OCT-18","Corte, Laceracao, Fe","Vidraria, Fibra de V","Não","414810","Jundiaí","São Paulo"
"01-OCT-18","Contusao, Esmagament","Piso de Edificio - S","Não","227072","Presidente Prudente","São Paulo"
"01-OCT-18","Fratura","Chao - Superficie Ut","Não","12176866","São Paulo","São Paulo"
"01-SEP-18","Luxacao","Chao - Superficie Ut","Não","59333","Mirassol","São Paulo"
"01-OCT-18","Corte, Laceracao, Fe","Faca, Facao- Ferrame","Não","12176866","São Paulo","São Paulo"
"01-OCT-18","Escoriacao, Abrasao","Metal - Inclui Liga","Não","285570","Taboão da Serra","São Paulo"
"01-AUG-18","Doenca, Nic","Ataque de Ser Vivo,","Não","12176866","São Paulo","São Paulo"
"01-OCT-18","Fratura","Ferramenta, Maquina,","Não","716109","Santo André","São Paulo"
"01-OCT-18","Corte, Laceracao, Fe","Faca, Facao- Ferrame","Não","14579","Holambra","São Paulo"
"01-OCT-18","Doenca, Nic","Ser Vivo, Nic","Não","12176866","São Paulo","São Paulo"
"01-OCT-18","Dermatose (Erupcao,","Agente Infeccioso ou","Não","12176866","São Paulo","São Paulo"
"01-OCT-18","Distensao, Torcao","Ferramenta Manual se","Não","74299","Itapira","São Paulo"
"01-OCT-18","Fratura","Veiculo, Nic","Não","400949","Piracicaba","São Paulo"
"01-OCT-18","Fratura","Louca Sanitaria (Pia","Não","713943","São José dos Campos","São Paulo"
"01-OCT-18","Distensao, Torcao","Rampa - Superficie U","Não","414810","Jundiaí","São Paulo"
"01-OCT-18","Lesao Imediata","Metal - Inclui Liga","Não","55731","Mongaguá","São Paulo"
"01-OCT-18","Lesao Imediata","Produto Biologico (S","Não","98374","Mairiporã","São Paulo"
"01-OCT-18","Queimadura Quimica (","Substancia Quimica,","Não","237112","Americana","São Paulo"
"01-JUL-18","Escoriacao, Abrasao","Particulas - nao Ide","Não","440769","Mogi das Cruzes","São Paulo"
"01-SEP-18","Fratura","Motocicleta, Motonet","Não","271306","Barueri","São Paulo"
"01-AUG-18","Contusao, Esmagament","Motocicleta, Motonet","Não","270843","Embu das Artes","São Paulo"
"01-SEP-18","Fratura","Calcada ou Caminho p","Não","12176866","São Paulo","São Paulo"
"01-SEP-18","Contusao, Esmagament","Escada Permanente Cu","Não","350400","Franca","São Paulo"
"01-OCT-18","Queimadura ou Escald","Fogo-Chama,Material","Não","192536","Santa Bárbara d'Oeste","São Paulo"
"01-OCT-18","Contusao, Esmagament","Mobiliario e Acessor","Não","12176866","São Paulo","São Paulo"
"01-OCT-18","Distensao, Torcao","Calcada ou Caminho p","Não","456245","São José do Rio Preto","São Paulo"
"01-OCT-18","Lesao Imediata, Nic","Ferramenta Manual se","Não","12176866","São Paulo","São Paulo"
"01-OCT-18","Corte, Laceracao, Fe","Vidraria, Fibra de V","Não","12176866","São Paulo","São Paulo"
"01-OCT-18","Fratura","Ferramenta, Maquina,","Não","400949","Piracicaba","São Paulo"
"01-OCT-18","Corte, Laceracao, Fe","Maquina Agricola","Não","90063","Avaré","São Paulo"
"01-OCT-18","Fratura","Motocicleta, Motonet","Não","12176866","São Paulo","São Paulo"
"01-OCT-18","Fratura","Metal - Inclui Liga","Não","192536","Santa Bárbara d'Oeste","São Paulo"
"01-OCT-18","Lesao Imediata, Nic","Veiculo, Nic","Não","12176866","São Paulo","São Paulo"
"01-OCT-18","Corte, Laceracao, Fe","Escada Movel ou Fixa","Não","12176866","São Paulo","São Paulo"
